Date,Mode,Category,Subcategory,Note,Amount,Income/Expense,Currency
14/09/2023 08:07:05,Khalti,Food,Dining Out,Pharsi (pumpkin) for cooking,1610,Expense,NPR
01/09/2024 11:11:08,Cash,Utilities,Gas,Carbon monoxide detector purchase,377,Expense,NPR
15/10/2020 04:09:33,Cash,Shopping,Electronics,"Home appliances repair (e.g., TV, fridge)",20520,Expense,NPR
07/04/2024 20:23:31,Debit Card,Entertainment,Streaming,Tickets for a circus or fair,2243,Expense,NPR
11/01/2020 20:11:11,Mobile Banking,Health,Health Insurance,Carpal tunnel surgery,20535,Expense,NPR
01/02/2020 04:00:12,UPI,Transportation,Fuel,Mule service for trekking luggage,4847,Expense,NPR
04/11/2024 20:15:48,Mobile Banking,Transportation,Micro,Full vehicle servicing,11092,Expense,NPR
08/02/2020 17:13:47,Cash,Entertainment,Games,Book launch attendance,9680,Expense,NPR
12/03/2024 08:10:41,Net Banking,Entertainment,Events,Planetarium show ticket,9027,Expense,NPR
09/02/2023 15:26:35,Cash,Utilities,Internet,Automatic shutoff valve water,6065,Expense,NPR
12/06/2020 14:40:12,Net Banking,Entertainment,Movies,Skillshare creative courses,8575,Expense,NPR
28/09/2023 01:33:16,IME Pay,Food,Beverages,Chives for garnish,3869,Expense,NPR
04/08/2023 09:01:05,IME Pay,Education,Books,"Language learning app subscription (e.g., Duolingo)",46263,Expense,NPR
17/09/2021 22:57:42,UPI,Shopping,Electronics,Buying a new mobile phone,64600,Expense,NPR
09/10/2022 23:50:22,IME Pay,Health,Health Insurance,Medicare National Hospital consultation,43725,Expense,NPR
06/12/2022 14:23:07,UPI,Health,Pharmacy,International Friendship Children's Hospital,44445,Expense,NPR
10/06/2020 20:31:34,Credit Card,Transportation,Micro,Anti-theft fuel cap purchase,1776,Expense,NPR
06/01/2024 21:06:31,IME Pay,Health,Pharmacy,Homocysteine level testing,16613,Expense,NPR
21/05/2023 00:12:33,eSewa,Shopping,Personal Care,Tent and sleeping bag for camping,56239,Expense,NPR
24/05/2024 02:34:05,eSewa,Health,Pharmacy,Sober living facility donation,41375,Expense,NPR
31/05/2021 14:58:17,Cash,Education,Books,Living expenses for a student studying away from home,49296,Expense,NPR
17/08/2022 02:36:41,Debit Card,Utilities,Gas,Mobile recharge for a helper or staff,504,Expense,NPR
21/09/2020 21:02:16,Khalti,Education,Tuition,"Selling old textbooks (income, but can be logged as neg expense)",23898,Expense,NPR
13/10/2022 01:28:17,eSewa,Utilities,Gas,Paying for a public Wi-Fi hotspot plan,4477,Expense,NPR
26/09/2021 09:41:42,Khalti,Entertainment,Streaming,Backstage pass experience,7507,Expense,NPR
01/05/2022 15:44:02,eSewa,Entertainment,Streaming,Gaming mouse purchase,5739,Expense,NPR
01/05/2021 00:53:06,eSewa,Shopping,Personal Care,Musical instrument purchase,42551,Expense,NPR
07/06/2022 22:42:44,Mobile Banking,Education,Courses,Graphic designing course fee,34593,Expense,NPR
25/03/2023 23:06:11,Cash,Utilities,Internet,Solar panel installation subsidy,3857,Expense,NPR
13/07/2022 06:39:31,Debit Card,Shopping,Clothing,Wool and knitting needles,6781,Expense,NPR
09/03/2020 19:08:21,IME Pay,Health,Pharmacy,Physiotherapy session for back pain,1366,Expense,NPR
15/02/2022 11:23:10,Khalti,Food,Dining Out,Buying goat meat for Dashain,2781,Expense,NPR
31/10/2023 20:33:25,Credit Card,Utilities,Water,Virtual phone number rental,2929,Expense,NPR
03/12/2024 15:57:21,Khalti,Utilities,Electricity,Google Voice for business,2285,Expense,NPR
18/09/2022 14:17:50,Mobile Banking,Transportation,Bus,ABS sensor cleaning,9531,Expense,NPR
06/05/2020 20:35:56,Cash,Education,Tuition,Payment for a school field trip,31546,Expense,NPR
19/09/2022 05:10:53,Net Banking,Shopping,Electronics,Buying a new motorcycle or scooter,46151,Expense,NPR
11/08/2021 23:54:17,Net Banking,Utilities,Water,Whole house fan installation,7580,Expense,NPR
25/09/2023 07:31:39,Mobile Banking,Health,Doctor Visit,Cost of wisdom tooth removal,25288,Expense,NPR
02/09/2024 01:19:34,Khalti,Shopping,Personal Care,Delivery charge for an online order,68084,Expense,NPR
30/07/2022 21:09:39,Khalti,Transportation,Fuel,Baby carrier for bike,14424,Expense,NPR
03/10/2023 23:15:04,Khalti,Education,Books,Stationery purchase from Putalisadak,8162,Expense,NPR
05/11/2023 02:13:53,Net Banking,Education,Tuition,Subscription to an educational magazine or journal,16284,Expense,NPR
28/10/2023 10:52:45,Mobile Banking,Education,Stationery,Library annual membership fee,44583,Expense,NPR
08/01/2020 03:05:55,Cash,Education,Tuition,Barista training course fee,21592,Expense,NPR
06/07/2020 10:48:09,Mobile Banking,Transportation,Fuel,Roof carrier installation,9724,Expense,NPR
09/10/2020 03:50:57,UPI,Food,Snacks,Chhana for sweets making,436,Expense,NPR
23/07/2024 17:10:24,Debit Card,Entertainment,Streaming,Futsal court booking for an hour,6650,Expense,NPR
29/08/2024 04:54:06,Credit Card,Transportation,Fuel,Mobile clinic visit charge,7150,Expense,NPR
18/11/2023 07:14:17,Debit Card,Utilities,Gas,Low-income assistance program,3699,Expense,NPR
03/11/2024 19:55:56,Net Banking,Food,Dining Out,Nimki salty snack purchase,1227,Expense,NPR
23/04/2022 01:07:15,UPI,Food,Snacks,Bhuteko bhat (fried rice) Nepali style,4466,Expense,NPR
02/01/2020 10:01:41,Cash,Health,Lab Tests,Endoscopy or colonoscopy procedure,6367,Expense,NPR
19/07/2022 16:42:02,Cash,Shopping,Personal Care,Buying a new mirror,80890,Expense,NPR
12/07/2022 04:04:00,Credit Card,Health,Lab Tests,Nerve conduction studies,41987,Expense,NPR
23/08/2022 12:28:48,eSewa,Transportation,Parking,Inter-state permit commercial,10552,Expense,NPR
18/10/2021 15:41:17,Khalti,Health,Lab Tests,Traditional healer (Jhankri/Dhami) fee,36212,Expense,NPR
13/04/2024 15:09:30,Mobile Banking,Education,Courses,Fee for a professional networking event,43304,Expense,NPR
02/07/2022 15:24:39,Khalti,Transportation,Taxi,Bus ticket for a pilgrimage trip,11830,Expense,NPR
29/10/2020 14:47:59,Debit Card,Education,Books,Planetarium visit with school,6570,Expense,NPR
21/04/2023 08:57:57,eSewa,Education,Courses,Proofreading service for a dissertation,47525,Expense,NPR
21/08/2022 14:09:33,UPI,Food,Snacks,Bodi (black-eyed peas) dal,66,Expense,NPR
04/03/2021 01:31:05,Net Banking,Education,Books,Mind mapping software subscription,8360,Expense,NPR
22/04/2021 05:16:47,eSewa,Transportation,Parking,Aviation fuel surcharge on ticket,12337,Expense,NPR
07/01/2024 13:47:20,eSewa,Food,Dining Out,Buying a whole watermelon,3968,Expense,NPR
18/01/2020 00:24:30,Mobile Banking,Transportation,Micro,Parking at a cinema hall,6799,Expense,NPR
11/02/2024 10:28:17,Cash,Health,Health Insurance,Baby wellness check-ups,19795,Expense,NPR
28/11/2021 11:19:18,eSewa,Education,Stationery,"Graduation ceremony fee (gown rental, photos)",49767,Expense,NPR
25/03/2020 18:33:09,IME Pay,Food,Dining Out,Badam milk ingredients,2827,Expense,NPR
02/02/2023 17:43:34,Net Banking,Education,Courses,Real estate licensing course fee,6675,Expense,NPR
02/04/2021 23:27:40,Credit Card,Shopping,Personal Care,Hearing aid batteries,35674,Expense,NPR
03/12/2023 03:14:38,Cash,Education,Courses,Character certificate fee from college,35651,Expense,NPR
01/10/2021 20:43:40,UPI,Shopping,Household,Protein powder and fitness supplements,36711,Expense,NPR
12/08/2024 03:42:38,Mobile Banking,Entertainment,Events,Hollywood blockbuster first day show,7417,Expense,NPR
08/12/2021 23:18:59,Mobile Banking,Shopping,Electronics,Bed sheets and pillow covers,69795,Expense,NPR
01/04/2021 13:01:39,UPI,Shopping,Personal Care,Phone recharge card,59832,Expense,NPR
21/08/2023 16:04:50,UPI,Transportation,Taxi,Oil pressure sensor replacement,93,Expense,NPR
15/05/2021 07:39:48,eSewa,Shopping,Household,DIY project supplies,20686,Expense,NPR
14/12/2021 09:56:09,IME Pay,Transportation,Fuel,Tourist vehicle permit,9616,Expense,NPR
12/09/2021 11:17:06,Credit Card,Transportation,Bus,Universal joint replacement,11545,Expense,NPR
08/09/2022 12:51:43,Mobile Banking,Health,Health Insurance,Ramp installation home,46441,Expense,NPR
13/02/2020 08:35:51,Credit Card,Entertainment,Movies,ZEE5 premium plan,8986,Expense,NPR
03/06/2021 08:58:34,Credit Card,Utilities,Internet,Digital water meter upgrade,6771,Expense,NPR
22/04/2021 07:49:39,Net Banking,Shopping,Clothing,Dinner set or crockery,34256,Expense,NPR
30/12/2020 19:21:27,Debit Card,Health,Doctor Visit,Physiotherapy session for back pain,1289,Expense,NPR
15/07/2020 19:41:05,Cash,Entertainment,Movies,Clubbing entry fee and drinks,7886,Expense,NPR
10/04/2023 06:25:49,Khalti,Shopping,Electronics,Doormats,35752,Expense,NPR
05/05/2024 17:13:02,Khalti,Food,Dining Out,Vegetable juice fresh,4310,Expense,NPR
09/03/2024 16:38:16,Mobile Banking,Transportation,Bus,Wheel lock removal fee,12304,Expense,NPR
21/09/2024 00:46:36,IME Pay,Transportation,Bus,Apple CarPlay installation,13667,Expense,NPR
25/09/2020 04:35:22,Net Banking,Shopping,Clothing,Bed sheets and pillow covers,99690,Expense,NPR
30/07/2022 05:44:52,Debit Card,Education,Courses,Fee for a school event or function,46421,Expense,NPR
07/11/2020 19:30:37,Mobile Banking,Shopping,Personal Care,"Cleaning supplies (detergent, disinfectant)",6287,Expense,NPR
19/08/2023 17:43:47,eSewa,Education,Stationery,Paying a consultant for study abroad services,39207,Expense,NPR
02/12/2024 00:59:44,eSewa,Health,Doctor Visit,Neurological consultation specialized,29504,Expense,NPR
12/05/2023 04:39:28,UPI,Utilities,Gas,SSL certificate purchase,6242,Expense,NPR
04/08/2022 19:11:37,Credit Card,Health,Lab Tests,Stress management workshop,10063,Expense,NPR
05/06/2024 00:11:32,eSewa,Utilities,Water,Smart doorbell installation,4671,Expense,NPR
02/08/2020 12:23:38,Debit Card,Utilities,Phone,Google Voice for business,6991,Expense,NPR
07/01/2021 17:38:22,IME Pay,Shopping,Electronics,Wallet purchase,90845,Expense,NPR
03/10/2022 05:10:05,Debit Card,Entertainment,Games,Canyoning trip fee,3635,Expense,NPR
24/12/2022 11:38:57,Credit Card,Education,Tuition,Buying a musical instrument for school band,15227,Expense,NPR
02/03/2024 14:28:20,eSewa,Food,Snacks,Sausages local made,717,Expense,NPR
28/02/2022 19:30:13,Debit Card,Education,Tuition,Fee for a school event or function,5345,Expense,NPR
06/05/2023 03:46:56,Cash,Health,Pharmacy,Healthcare savings account fees,8851,Expense,NPR
05/06/2021 20:58:56,Debit Card,Transportation,Fuel,Exhaust pipe repair welding,1021,Expense,NPR
17/11/2024 23:30:42,IME Pay,Education,Books,School magazine subscription,22844,Expense,NPR
24/11/2020 11:25:03,Debit Card,Health,Pharmacy,Hormone panel testing,36857,Expense,NPR
23/08/2022 15:42:00,Credit Card,Entertainment,Events,Cable car ride for recreational purpose,3353,Expense,NPR
27/07/2020 01:24:52,UPI,Health,Lab Tests,Valve replacement surgery,37943,Expense,NPR
10/12/2020 21:40:55,Khalti,Utilities,Internet,Broadband connection transfer of ownership fee,697,Expense,NPR
07/08/2024 05:00:54,Debit Card,Entertainment,Events,Rock climbing gear purchase,7151,Expense,NPR
08/05/2024 02:18:02,Credit Card,Education,Tuition,Buying reference books for a course,32439,Expense,NPR
05/07/2022 15:01:16,Credit Card,Entertainment,Events,Substack newsletter subscription,1166,Expense,NPR
02/06/2021 20:20:45,Debit Card,Health,Lab Tests,Fetal echocardiography,29187,Expense,NPR
21/08/2021 00:41:33,Credit Card,Transportation,Parking,Clutch plate replacement,14591,Expense,NPR
28/03/2024 20:09:16,eSewa,Utilities,Water,Paying water bill at the local ward office,3903,Expense,NPR
24/05/2021 11:05:01,UPI,Shopping,Electronics,Buying a new power bank,37924,Expense,NPR
24/01/2022 17:10:56,Credit Card,Entertainment,Events,Buying a drone,1679,Expense,NPR
17/10/2023 15:56:14,Mobile Banking,Transportation,Taxi,Trailer rental daily,14802,Expense,NPR
07/12/2022 20:00:32,Credit Card,Entertainment,Events,Buying a new deck of playing cards,2060,Expense,NPR
23/04/2022 00:39:42,UPI,Shopping,Personal Care,Musical instrument purchase,55836,Expense,NPR
11/06/2020 16:03:39,Debit Card,Food,Dining Out,Dinner at a fine dining restaurant,4903,Expense,NPR
06/11/2020 04:33:51,Mobile Banking,Health,Health Insurance,Smoking cessation program cost,14054,Expense,NPR
28/03/2022 01:04:21,Khalti,Utilities,Electricity,Energy conservation workshop,477,Expense,NPR
07/05/2024 04:26:39,Mobile Banking,Food,Beverages,"Soft drinks (Coke, Fanta) for home",1651,Expense,NPR
28/11/2024 20:56:20,Credit Card,Health,Pharmacy,Night guard custom fitted,6456,Expense,NPR
03/11/2021 18:12:22,Debit Card,Entertainment,Movies,Embroidery hoop set,5541,Expense,NPR
10/07/2024 07:06:06,UPI,Food,Dining Out,Local bhojanalaya dinner,3138,Expense,NPR
19/11/2023 15:37:44,Khalti,Education,Tuition,"Entrance preparation class fee (e.g., for MBBS, Engineering)",37853,Expense,NPR
17/11/2022 14:53:32,eSewa,Health,Health Insurance,"Medicines for a chronic condition (diabetes, hypertension)",20129,Expense,NPR
25/12/2020 08:30:06,Credit Card,Education,Books,Textbook rental service fee,47678,Expense,NPR
28/04/2024 19:31:06,Net Banking,Entertainment,Events,Drive-in movie theater entry,3229,Expense,NPR
01/07/2024 19:39:34,Debit Card,Health,Health Insurance,"Medical tourism expenses (e.g., treatment in India)",39549,Expense,NPR
27/08/2022 09:36:12,eSewa,Shopping,Household,Assembly charge for new furniture,22799,Expense,NPR
09/11/2024 09:53:50,Khalti,Food,Groceries,Ginger tea packets,4542,Expense,NPR
03/06/2024 03:40:24,Debit Card,Food,Groceries,Potatoes and onions bulk buy,223,Expense,NPR
27/01/2021 04:42:00,Mobile Banking,Entertainment,Games,Playwriting seminar,1720,Expense,NPR
12/06/2024 15:49:53,eSewa,Education,Tuition,"Grammar checker premium subscription (e.g., Grammarly)",20036,Expense,NPR
29/07/2023 21:15:24,eSewa,Shopping,Clothing,Laptop purchase,95535,Expense,NPR
20/05/2021 21:51:06,eSewa,Transportation,Taxi,Ignition coil testing,4965,Expense,NPR
21/07/2023 04:05:12,Credit Card,Food,Groceries,Khuwa (milk solids) purchase,882,Expense,NPR
31/08/2020 17:06:53,eSewa,Shopping,Household,Artificial flowers and plants,25986,Expense,NPR
28/08/2023 02:01:07,Credit Card,Entertainment,Streaming,Paints and canvas for painting hobby,738,Expense,NPR
07/08/2022 20:19:49,Debit Card,Shopping,Personal Care,Summer t-shirts and shorts,79759,Expense,NPR
17/01/2021 10:45:15,IME Pay,Transportation,Micro,Recovery gear kit 4x4,6011,Expense,NPR
29/03/2023 05:45:11,eSewa,Shopping,Electronics,Shopping at a duty-free store at the airport,91467,Expense,NPR
05/07/2021 00:09:31,IME Pay,Entertainment,Streaming,Muay Thai training camp,595,Expense,NPR
07/02/2024 13:37:37,Khalti,Food,Groceries,Groceries from Salesberry,2525,Expense,NPR
27/02/2021 23:36:26,Credit Card,Transportation,Fuel,Ski rack installation,7212,Expense,NPR
02/12/2022 21:14:22,Cash,Food,Beverages,Italian pasta dish,4612,Expense,NPR
30/11/2024 08:32:40,Cash,Utilities,Electricity,Capacitor bank power factor,6665,Expense,NPR
07/05/2021 21:48:06,Debit Card,Transportation,Bus,Local transport in Pokhara,3524,Expense,NPR
24/01/2021 16:14:11,IME Pay,Health,Pharmacy,Rabies vaccine after a dog bite,35719,Expense,NPR
12/08/2024 05:51:17,eSewa,Education,Stationery,Buying past question papers (old is gold),32407,Expense,NPR
30/06/2022 14:10:34,Khalti,Utilities,Electricity,Cost of installing a water pump,3432,Expense,NPR
26/12/2021 21:45:49,Mobile Banking,Shopping,Household,Swimsuit and swimming goggles,77179,Expense,NPR
02/08/2022 21:59:07,IME Pay,Transportation,Bus,Car wash and cleaning service,9839,Expense,NPR
07/09/2021 09:30:14,IME Pay,Shopping,Clothing,Sewing machine purchase or repair,71268,Expense,NPR
12/11/2022 19:48:48,Mobile Banking,Transportation,Fuel,Clutch cable adjustment,1520,Expense,NPR
12/04/2022 11:56:37,eSewa,Entertainment,Games,Music festival camping gear,5276,Expense,NPR
30/08/2021 15:18:16,UPI,Utilities,Internet,WorldLink internet monthly bill,1194,Expense,NPR
25/06/2024 05:10:44,Debit Card,Transportation,Parking,Radiator flush service,801,Expense,NPR
12/02/2023 04:54:51,Debit Card,Utilities,Internet,Prepaid water meter card recharge,3641,Expense,NPR
05/03/2021 03:18:55,Debit Card,Entertainment,Games,Amusement park rides,2604,Expense,NPR
20/09/2023 14:20:54,Credit Card,Transportation,Fuel,Press vehicle sticker,154,Expense,NPR
10/09/2020 13:29:30,Debit Card,Transportation,Taxi,CAN bus error diagnosis,582,Expense,NPR
11/03/2023 17:24:36,Credit Card,Entertainment,Movies,Dance studio rental,8651,Expense,NPR
21/10/2020 15:40:40,IME Pay,Utilities,Electricity,Buying a new gas regulator,7107,Expense,NPR
07/02/2021 19:08:05,Cash,Education,Tuition,"Subscription box for kids (e.g., science kits)",1765,Expense,NPR
01/10/2022 20:51:57,Debit Card,Health,Health Insurance,Patient rights advocate,35891,Expense,NPR
05/10/2023 06:48:55,Khalti,Health,Health Insurance,Chronic pain treatment program,46628,Expense,NPR
31/10/2023 21:05:49,Debit Card,Health,Doctor Visit,Cost of delivery (normal or C-section),26425,Expense,NPR
21/04/2023 06:13:08,UPI,Education,Books,"Subscription to a research database (e.g., JSTOR)",11701,Expense,NPR
30/07/2023 21:08:37,Mobile Banking,Shopping,Household,Dehumidifier,70297,Expense,NPR
22/04/2022 16:25:59,UPI,Food,Snacks,Bread from a local bakery,2168,Expense,NPR
04/09/2020 05:09:21,Cash,Shopping,Personal Care,Thermometer,38567,Expense,NPR
10/11/2022 16:54:35,UPI,Food,Beverages,Barfi from local mithai shop,827,Expense,NPR
25/09/2020 16:11:32,Net Banking,Health,Lab Tests,Traditional Chinese Medicine clinic,31835,Expense,NPR
25/05/2023 15:24:50,Net Banking,Transportation,Bus,Hazard light switch repair,5584,Expense,NPR
18/08/2022 06:58:01,Mobile Banking,Food,Dining Out,Green tea health packs,110,Expense,NPR
04/07/2020 07:38:09,Credit Card,Utilities,Gas,Fax to email service,5720,Expense,NPR
20/02/2020 07:19:54,IME Pay,Food,Dining Out,Tea at a roadside stall,1583,Expense,NPR
22/03/2020 18:20:33,Credit Card,Food,Beverages,Aloo bhujia packet,1216,Expense,NPR
06/10/2020 03:49:35,eSewa,Food,Snacks,Potatoes and onions bulk buy,1809,Expense,NPR
07/03/2022 22:55:26,Cash,Utilities,Electricity,Paying for a new telephone line connection,2818,Expense,NPR
15/11/2023 06:21:50,UPI,Utilities,Phone,Surge protector purchase,2097,Expense,NPR
12/10/2022 20:19:49,Credit Card,Education,Courses,Purchase of a world map or globe,18930,Expense,NPR
13/10/2022 15:35:18,IME Pay,Education,Courses,School magazine subscription,22705,Expense,NPR
16/03/2022 02:07:04,IME Pay,Food,Groceries,Oregano dried herbs,4368,Expense,NPR
13/06/2024 07:14:48,IME Pay,Food,Beverages,Kalakand milk sweet,3043,Expense,NPR
04/10/2023 12:46:13,Mobile Banking,Shopping,Household,Watch from a store in Durbar Marg,81303,Expense,NPR
25/10/2022 09:07:09,Debit Card,Transportation,Fuel,Taxi to the embassy,14445,Expense,NPR
11/12/2023 20:50:18,Net Banking,Shopping,Electronics,Swimsuit and swimming goggles,89193,Expense,NPR
04/01/2023 03:34:23,eSewa,Health,Pharmacy,Siddha medicine consultation,21046,Expense,NPR
14/05/2024 19:49:19,Mobile Banking,Health,Doctor Visit,Jyotish health prediction,17177,Expense,NPR
07/11/2021 18:35:39,Credit Card,Entertainment,Movies,Renting a sound system,2195,Expense,NPR
22/08/2021 16:09:55,eSewa,Shopping,Electronics,Tailoring charges for altering clothes,4541,Expense,NPR
18/12/2024 05:30:44,IME Pay,Shopping,Electronics,Laptop repair cost,77989,Expense,NPR
04/06/2024 02:54:43,Debit Card,Health,Lab Tests,Mouthwash purchase,44173,Expense,NPR
30/12/2020 08:38:21,Cash,Food,Dining Out,Chia seeds imported,2663,Expense,NPR
01/07/2022 10:40:29,Mobile Banking,Transportation,Taxi,Patient transfer ambulance,10205,Expense,NPR
04/07/2020 12:05:05,Khalti,Food,Snacks,Lunch with colleagues,3671,Expense,NPR
20/08/2023 05:47:03,Debit Card,Utilities,Water,Grey water recycling setup,4128,Expense,NPR
17/11/2024 18:47:55,Mobile Banking,Food,Snacks,Raisins golden and black,905,Expense,NPR
23/02/2020 11:29:30,Net Banking,Transportation,Bus,Press vehicle sticker,7058,Expense,NPR
12/01/2020 02:12:30,Cash,Food,Groceries,Thukpa spice mix,1929,Expense,NPR
26/10/2020 15:49:33,Net Banking,Transportation,Parking,Bus fare to Panauti,9300,Expense,NPR
28/08/2021 21:58:50,Debit Card,Utilities,Internet,Baseboard heater replacement,701,Expense,NPR
21/03/2022 18:43:16,Debit Card,Health,Doctor Visit,Organ donor registration,25525,Expense,NPR
12/06/2022 22:28:47,Credit Card,Health,Health Insurance,Massage gun percussive,34451,Expense,NPR
13/05/2021 21:33:07,Mobile Banking,Education,Tuition,Living expenses for a student studying away from home,24545,Expense,NPR
31/10/2024 17:06:58,Credit Card,Shopping,Household,Scarf or muffler,19237,Expense,NPR
24/08/2022 20:43:01,eSewa,Food,Groceries,Newari khaja set in Kirtipur,772,Expense,NPR
16/08/2022 22:36:26,Debit Card,Transportation,Fuel,Replacing bike's side mirror,2317,Expense,NPR
23/11/2023 14:21:04,Cash,Food,Snacks,Birthday party food items,2227,Expense,NPR
12/12/2021 02:10:51,Cash,Entertainment,Games,Entry to a public swimming pool,2330,Expense,NPR
03/11/2022 11:33:34,eSewa,Education,Books,Sheet music purchase,31777,Expense,NPR
19/06/2021 22:30:24,Mobile Banking,Entertainment,Events,Geocaching premium membership,1979,Expense,NPR
30/10/2024 02:21:53,UPI,Entertainment,Streaming,Tickets to a fashion show,6509,Expense,NPR
13/07/2023 12:47:13,Net Banking,Food,Snacks,Bara and chatamari from Newari restaurant,2050,Expense,NPR
10/04/2024 10:12:12,Credit Card,Health,Health Insurance,Medicare National Hospital consultation,45985,Expense,NPR
27/11/2022 11:09:09,eSewa,Utilities,Electricity,Borewell drilling new,7093,Expense,NPR
28/10/2020 10:56:29,Net Banking,Entertainment,Streaming,Kindle Unlimited subscription,8660,Expense,NPR
14/12/2023 15:08:03,eSewa,Utilities,Gas,Internet technician visit fee,3844,Expense,NPR
26/09/2021 18:54:31,Credit Card,Transportation,Taxi,Electric scooter charging cost,13952,Expense,NPR
23/05/2020 07:12:02,UPI,Food,Groceries,Lapsi (hog plum) pickle,3429,Expense,NPR
28/07/2021 17:30:51,Khalti,Utilities,Gas,Ethernet cable CAT6 upgrade,6771,Expense,NPR
26/10/2020 19:14:22,Debit Card,Education,Courses,Model United Nations (MUN) conference fee,39565,Expense,NPR
29/04/2024 12:07:46,Khalti,Health,Pharmacy,Dialectical behavior therapy,4472,Expense,NPR
23/07/2021 05:24:10,Mobile Banking,Utilities,Water,Overcharge recovery service,4187,Expense,NPR
04/11/2022 09:19:38,Mobile Banking,Shopping,Personal Care,Manicure/pedicure kit,16262,Expense,NPR
21/04/2023 17:43:09,UPI,Education,Books,Coding bootcamp fee,4439,Expense,NPR
01/08/2021 17:53:12,IME Pay,Shopping,Clothing,Phone recharge card,34872,Expense,NPR
20/07/2020 18:14:22,Net Banking,Transportation,Micro,Bus fare to a relative's house,4244,Expense,NPR
25/07/2022 18:54:21,IME Pay,Transportation,Micro,Overloading fine payment,8371,Expense,NPR
09/10/2021 05:59:17,eSewa,Food,Groceries,Chaku for Maghe Sankranti,3060,Expense,NPR
06/11/2024 12:22:30,eSewa,Health,Pharmacy,Inhaler for asthma,47107,Expense,NPR
17/08/2024 14:41:34,IME Pay,Education,Tuition,"Web development course (HTML, CSS, JS)",13810,Expense,NPR
22/10/2022 13:22:30,IME Pay,Entertainment,Streaming,Developing film from a camera,5618,Expense,NPR
05/12/2023 19:14:24,Khalti,Education,Tuition,Paying a consultant for study abroad services,23248,Expense,NPR
04/08/2020 07:22:36,Cash,Health,Pharmacy,Sauna or steam bath session,3334,Expense,NPR
05/02/2023 10:56:47,Khalti,Entertainment,Streaming,Quiz competition team fee,4572,Expense,NPR
23/07/2024 22:57:22,Net Banking,Utilities,Water,Buying a new water pump,6702,Expense,NPR
03/11/2022 08:48:02,Net Banking,Entertainment,Movies,Thangka painting class fee,7754,Expense,NPR
18/05/2024 04:21:52,Net Banking,Shopping,Personal Care,Singing bowl purchase,65415,Expense,NPR
03/05/2023 07:45:16,Khalti,Health,Health Insurance,Health insurance premium payment,14281,Expense,NPR
07/05/2023 04:54:18,Mobile Banking,Shopping,Clothing,Carpet or rug for the floor,91234,Expense,NPR
13/06/2021 13:05:58,IME Pay,Utilities,Phone,Monthly community cleaning contribution,4656,Expense,NPR
27/10/2022 07:42:23,eSewa,Shopping,Clothing,Shopping at a duty-free store at the airport,27005,Expense,NPR
27/04/2020 23:36:51,Cash,Utilities,Electricity,SMS pack purchase,3914,Expense,NPR
12/03/2021 23:41:32,IME Pay,Utilities,Internet,Phone insurance premium,457,Expense,NPR
24/10/2020 03:06:17,Debit Card,Education,Tuition,Hostel or dormitory fees,25052,Expense,NPR
02/05/2020 23:50:27,Credit Card,Entertainment,Events,Karate belt testing fee,5673,Expense,NPR
09/05/2021 22:18:45,Khalti,Transportation,Micro,Parking at a hospital,8230,Expense,NPR
24/02/2020 00:08:29,Credit Card,Education,Books,School lunch program fee,25676,Expense,NPR
09/04/2022 08:15:59,UPI,Utilities,Electricity,Proxy voting service utilities,1410,Expense,NPR
01/07/2021 19:33:14,Debit Card,Shopping,Electronics,Candles or incense sticks,3685,Expense,NPR
23/06/2022 06:57:41,Net Banking,Utilities,Water,Fixing a broken internet cable,4028,Expense,NPR
14/08/2024 07:12:10,Mobile Banking,Health,Doctor Visit,Lipoprotein(a) testing,40917,Expense,NPR
10/08/2021 15:30:50,eSewa,Transportation,Micro,Transporting a pet via cargo,6365,Expense,NPR
24/07/2021 03:27:31,eSewa,Transportation,Micro,Alternator belt tension check,12995,Expense,NPR
27/10/2023 07:55:07,Mobile Banking,Utilities,Electricity,Monthly bill for a heated swimming pool,1571,Expense,NPR
11/07/2022 11:39:53,Khalti,Food,Beverages,Saag varieties from market,3406,Expense,NPR
01/02/2021 05:14:50,eSewa,Shopping,Household,Mattress and pillows,40929,Expense,NPR
30/10/2021 22:20:29,Credit Card,Shopping,Clothing,Singing bowl purchase,93396,Expense,NPR
08/07/2023 10:43:48,Debit Card,Shopping,Electronics,Khukuri as a souvenir,40517,Expense,NPR
25/04/2020 23:30:59,Credit Card,Shopping,Electronics,Leather jacket,31281,Expense,NPR
21/09/2022 12:43:27,UPI,Entertainment,Games,Brazilian Jiu-Jitsu gi,3533,Expense,NPR
19/10/2022 16:59:29,Khalti,Entertainment,Streaming,PlayStation Now subscription,9660,Expense,NPR
20/06/2021 06:50:30,Cash,Transportation,Fuel,Custom clearance for imported bike,684,Expense,NPR
31/12/2021 13:43:07,UPI,Utilities,Electricity,Satellite internet installation rural,6215,Expense,NPR
25/11/2022 02:07:41,Debit Card,Education,Courses,"Stapler, punch machine, and office pins",46965,Expense,NPR
06/04/2020 08:25:11,Cash,Food,Groceries,Vitamins and supplements for kids,1303,Expense,NPR
07/11/2023 21:52:39,eSewa,Health,Pharmacy,Autism spectrum therapy,33781,Expense,NPR
21/09/2024 02:41:32,Khalti,Utilities,Gas,Renewable energy certificate trading,3297,Expense,NPR
